15m_timestamp,15m_open,15m_high,15m_low,15m_close,15m_volume
1630877400000,51450.03,51575.87,51450.03,51575.87,3.220411
1630878300000,51575.87,51678.47,51559.18,51665.96,2.74446
1630879200000,51665.96,51667.19,51554.69,51659.88,2.855567
1630880100000,51659.88,51721.54,51568.58,51649.22,5.991849
1630881000000,51649.22,51649.22,51594.84,51649.0,2.93433
1630881900000,51649.0,51836.71,51649.0,51767.6,5.45407
1630882800000,51767.6,51810.36,51699.23,51719.17,2.267029
1630883700000,51719.17,51800.0,51590.8,51658.45,4.38431
1630884600000,51658.45,51696.0,51561.34,51677.33,3.198164
1630885500000,51677.33,51740.85,51633.77,51726.73,5.590285
1630886400000,51726.73,51834.88,51648.65,51800.41,1.760451
1630887300000,51800.41,51813.43,51461.42,51616.6,3.120075
1630888200000,51616.6,51748.26,51570.29,51748.26,2.91751
1630889100000,51748.26,51808.66,51674.66,51710.4,2.485761
1630890000000,51710.4,51710.4,51641.43,51703.23,2.604306
1630890900000,51703.23,51899.99,51703.23,51812.38,3.487921
1630891800000,51812.38,51888.98,51728.19,51740.01,1.338849
1630892700000,51740.01,51800.01,51698.32,51792.78,1.557581
1630893600000,51792.78,51825.37,51732.07,51767.9,1.734108
1630894500000,51767.9,51772.63,51667.17,51705.04,1.519485
1630895400000,51705.04,51755.5,51700.71,51706.11,0.990086
1630896300000,51706.11,51706.11,51615.61,51644.16,1.166697
1630897200000,51644.16,51715.8,51638.68,51715.8,1.915805
1630898100000,51715.8,51719.99,51630.22,51659.11,0.979793
1630899000000,51659.11,51706.29,51513.34,51552.21,2.285507
1630899900000,51552.21,51583.65,51447.95,51571.15,1.183147
1630900800000,51571.15,51656.41,51538.22,51637.56,0.836731
1630901700000,51637.56,51691.42,51604.33,51685.91,0.693128
1630902600000,51685.91,51691.74,51648.25,51680.42,0.277957
1630903500000,51680.42,51680.42,51590.4,51653.0,1.991024
1630904400000,51653.0,51653.0,51590.2,51607.14,2.374736
1630905300000,51607.14,51744.39,51607.14,51737.09,0.77942
1630906200000,51737.09,51744.36,51682.59,51743.07,0.700932
1630907100000,51743.07,51744.37,51701.83,51731.0,0.483136
1630908000000,51731.0,51793.96,51713.18,51760.06,2.126808
1630908900000,51760.06,51765.98,51708.56,51713.68,1.321792
1630909800000,51713.68,51816.72,51709.91,51808.94,3.259343
1630910700000,51808.94,51862.36,51774.81,51816.7,3.132617
1630911600000,51816.7,51816.7,51775.4,51785.12,0.64593
1630912500000,51785.12,51786.62,51704.87,51715.22,1.727701
1630913400000,51715.22,51863.25,51704.62,51862.34,2.800493
1630914300000,51862.34,51920.0,51650.0,51748.19,4.30017
1630915200000,51748.19,51752.44,51617.0,51617.0,2.828308
1630916100000,51617.0,51677.93,51583.65,51657.49,1.584769
1630917000000,51657.49,51698.59,51620.44,51689.79,1.463777
1630917900000,51689.79,51691.24,51615.79,51622.97,1.912207
1630918800000,51622.97,51700.0,51589.52,51683.87,2.308383
1630919700000,51683.87,51721.79,51613.77,51634.2,4.680384
1630920600000,51634.2,51760.14,51613.77,51756.88,3.337573
1630921500000,51756.88,51756.88,51664.13,51723.1,5.806997
1630922400000,51723.1,51726.32,51639.51,51704.65,1.649059
1630923300000,51704.65,51707.09,51641.84,51670.0,2.515184
1630924200000,51670.0,51730.75,51621.07,51645.5,1.572795
1630925100000,51645.5,51697.29,51625.06,51695.46,0.9406
1630926000000,51695.46,51850.0,51671.39,51832.39,1.940541
1630926900000,51832.39,52085.36,51576.71,51606.99,19.934996
1630927800000,51606.99,51662.11,51276.41,51443.92,11.277574
1630928700000,51443.92,51507.52,51271.96,51339.39,4.942702
1630929600000,51339.39,51339.39,50963.72,51205.71,11.290418
1630930500000,51205.71,51369.3,51172.63,51294.79,4.243518
1630931400000,51294.79,51488.59,51271.34,51330.21,2.70049
1630932300000,51330.21,51349.79,51215.65,51303.09,3.155815
1630933200000,51303.09,51378.39,51242.08,51242.08,2.185437
1630934100000,51242.08,51293.32,51114.35,51188.0,4.627065
1630935000000,51188.0,51345.16,51153.76,51345.16,1.096813
1630935900000,51345.16,51454.37,51317.67,51428.62,2.251288
1630936800000,51428.62,51629.57,51394.92,51615.92,2.577245
1630937700000,51615.92,51658.05,51525.05,51546.9,6.602305
1630938600000,51546.9,51590.26,51472.03,51475.42,1.888924
1630939500000,51475.42,51625.2,51475.42,51592.37,4.680438
1630940400000,51592.37,51630.33,51567.24,51619.68,1.364649
1630941300000,51619.68,51619.68,51500.12,51500.12,2.594232
1630942200000,51500.12,51572.91,51450.11,51572.9,3.208879
1630943100000,51572.9,51572.9,51463.77,51503.29,1.911769
1630944000000,51503.29,51635.18,51386.58,51428.03,2.655594
1630944900000,51428.03,51540.97,51410.43,51502.9,1.213906
1630945800000,51502.9,51542.71,51474.58,51487.18,1.055878
1630946700000,51487.18,51530.75,51369.74,51423.36,0.69824
1630947600000,51423.36,51514.54,51402.41,51507.68,0.993704
1630948500000,51507.68,51548.68,51495.2,51513.34,0.320513
1630949400000,51513.34,51558.45,51489.89,51528.94,0.605225
1630950300000,51528.94,51549.0,51482.33,51536.98,1.184802
1630951200000,51536.98,51585.89,51488.58,51557.39,0.701377
1630952100000,51557.39,51557.39,51469.27,51513.08,0.300761
1630953000000,51513.08,51608.15,51502.46,51583.16,1.018009
1630953900000,51583.16,51700.0,51554.74,51699.97,1.373408
1630954800000,51699.97,51888.87,51626.83,51888.87,2.875006
1630955700000,51888.87,51892.11,51791.06,51834.08,0.524865
1630956600000,51834.08,51834.08,51595.48,51618.85,1.141684
1630957500000,51618.85,51619.04,51564.0,51584.43,1.128087
1630958400000,51584.43,51619.04,51494.8,51520.0,1.501985
1630959300000,51520.0,51792.91,51496.27,51692.87,0.839525
1630960200000,51692.87,51834.07,51687.52,51790.57,5.684394
1630961100000,51790.57,51891.2,51779.0,51852.96,8.635564
1630962000000,51852.96,51898.79,51832.11,51868.31,1.64775
1630962900000,51868.31,51876.8,51766.87,51785.05,0.697785
1630963800000,51785.05,52096.05,51780.96,52000.12,2.487799
1630964700000,52000.12,52061.17,51942.11,52023.16,0.925971
1630965600000,52023.16,52356.78,52010.0,52202.46,4.145852
1630966500000,52202.46,52499.87,52194.97,52411.98,3.085279
1630967400000,52411.98,52551.41,52357.53,52404.49,8.360206
1630968300000,52404.49,52518.41,52364.12,52518.41,4.181987
1630969200000,52518.41,52600.0,52281.36,52354.93,7.795211
1630970100000,52354.93,52502.0,52306.62,52470.91,0.380829
1630971000000,52470.91,52662.73,52434.0,52584.05,5.210359
1630971900000,52584.05,52613.59,52520.66,52586.77,0.400492
1630972800000,52586.77,52674.01,52474.16,52570.66,0.721102
1630973700000,52570.66,52576.53,52370.12,52400.01,6.466825
1630974600000,52400.01,52450.0,52290.41,52324.37,4.051782
1630975500000,52324.37,52460.76,52293.11,52418.32,0.450897
1630976400000,52418.32,52561.97,52380.59,52561.97,1.349211
1630977300000,52561.97,52600.0,52500.29,52500.29,0.576497
1630978200000,52500.29,52510.89,52428.58,52453.0,0.611114
1630979100000,52453.0,52492.38,52359.4,52416.52,0.404899
1630980000000,52416.52,52568.65,52416.52,52561.61,0.474548
1630980900000,52561.61,52583.37,52522.84,52575.47,0.406617
1630981800000,52575.47,52696.73,52569.33,52644.93,1.834473
1630982700000,52644.93,52732.54,52551.3,52614.1,4.330202
1630983600000,52614.1,52777.0,52614.1,52686.02,1.196899
1630984500000,52686.02,52818.37,52614.1,52614.1,2.003397
1630985400000,52614.1,52688.74,52550.0,52550.0,0.79558
1630986300000,52550.0,52605.32,52550.0,52576.51,1.08483
1630987200000,52576.51,52618.02,52462.82,52572.47,4.608905
1630988100000,52572.47,52611.51,52474.78,52488.32,0.299973
1630989000000,52488.32,52565.42,52478.08,52564.0,0.496452
1630989900000,52564.0,52609.58,52418.57,52456.43,0.437549
1630990800000,52456.43,52469.58,52314.89,52410.0,1.039824
1630991700000,52410.0,52517.94,52375.77,52494.79,0.433676
1630992600000,52494.79,52538.0,52418.3,52533.79,1.716643
1630993500000,52533.79,52644.55,52532.15,52589.81,0.610054
1630994400000,52589.81,52600.13,52535.07,52555.12,0.444264
1630995300000,52555.12,52555.12,52451.72,52476.04,5.135772
1630996200000,52476.04,52570.12,52436.12,52477.69,2.684514
1630997100000,52477.69,52494.02,52259.93,52259.93,1.038567
1630998000000,52259.93,52340.69,52025.23,52103.07,1.684009
1630998900000,52103.07,52234.37,52000.92,52218.21,2.083593
1631000700000,52274.08,52363.27,52172.89,52262.27,0.890375
1631001600000,52262.27,52269.23,52047.6,52063.76,0.916442
1631002500000,52063.76,52124.66,51330.16,51375.5,5.273027
1631003400000,51375.5,51533.22,51096.0,51191.15,7.68419
1631004300000,51191.15,51299.99,51132.94,51138.0,7.074974
1631005200000,51138.0,51359.97,51050.0,51238.0,1.87561
1631006100000,51238.0,51321.85,51171.34,51205.19,5.76692
1631007000000,51205.19,51240.03,50465.26,50670.16,19.655465
1631007900000,50670.16,50908.63,50616.85,50801.12,10.519123
1631008800000,50801.12,51000.0,50772.87,50932.8,4.064236
1631009700000,50932.8,50974.97,50752.28,50939.91,3.721102
1631010600000,50939.91,51166.2,50886.28,51126.5,2.168711
1631011500000,51126.5,51176.05,51030.7,51075.69,1.467989
1631012400000,51075.69,51125.74,51000.0,51057.57,2.442386
1631013300000,51057.57,51144.27,50945.92,51137.57,1.308904
1631014200000,51137.57,51137.57,50930.89,50960.44,0.948657
1631015100000,50960.44,50992.5,50877.18,50890.91,2.43008
1631016000000,50890.91,51043.99,50841.99,50876.76,4.040995
1631016900000,50876.76,50948.31,50642.08,50649.35,1.47932
1631017800000,50649.35,50900.46,50600.0,50788.2,1.718279
1631018700000,50788.2,50979.38,50770.92,50919.95,1.439452
1631019600000,50919.95,50959.22,50821.13,50854.39,2.322953
1631020500000,50854.39,50998.3,50825.95,50963.79,1.899583
1631021400000,50963.79,50986.7,50750.54,50790.19,2.518576
1631022300000,50790.19,50790.19,50499.58,50499.58,4.170497
1631023200000,50499.58,50696.96,50300.0,50460.0,5.999716
1631024100000,50460.0,50460.0,49722.0,49895.51,43.546082
1631025000000,49895.51,50142.13,49730.0,49755.07,15.512929
1631025900000,49755.07,49755.07,47421.0,47421.0,68.97565
1631026800000,47421.0,47932.83,43000.0,45855.91,90.459489
1631027700000,45855.91,47232.61,45354.2,46496.78,34.674172
1631028600000,46496.78,47633.05,46435.15,47357.79,16.655752
1631029500000,47357.79,47357.79,46193.7,46661.88,31.550562
1631030400000,46661.88,47199.98,46332.1,47017.18,11.058968
1631031300000,47017.18,47201.76,46722.07,46946.09,5.671715
1631032200000,46946.09,47298.1,46827.33,47298.1,7.08529
1631033100000,47298.1,47506.79,47234.16,47456.61,9.563723
1631034000000,47456.61,47456.61,47134.64,47258.52,4.641321
1631034900000,47258.52,47499.69,46593.96,46858.83,15.657272
1631035800000,46858.83,47038.82,46712.22,46772.14,7.4741
1631036700000,46772.14,46892.7,46572.29,46572.29,4.312203
1631037600000,46572.29,46794.47,46369.65,46419.36,7.792862
1631038500000,46419.36,46764.91,45868.12,46728.66,16.654202
1631039400000,46728.66,47204.11,46520.55,47181.42,5.140309
1631040300000,47181.42,47238.81,46804.15,46915.84,5.187213
1631041200000,46915.84,47023.77,46759.11,47000.12,5.802616
1631042100000,47000.12,47190.84,46946.26,47006.7,4.413105
1631043000000,47006.7,47018.94,46721.85,46856.59,3.894269
1631043900000,46856.59,47035.02,46515.56,46606.74,5.193376
1631044800000,46606.74,46882.07,46606.74,46749.0,2.492498
1631045700000,46749.0,47099.36,46623.73,46839.92,5.297082
1631046600000,46839.92,46845.72,46300.93,46341.26,5.307197
1631047500000,46341.26,46895.82,46260.36,46770.75,6.219536
1631048400000,46770.75,46907.98,46613.16,46620.39,3.782368
1631049300000,46620.39,46620.39,46069.3,46160.63,3.279959
1631050200000,46160.63,46504.33,46104.54,46200.0,2.419039
1631051100000,46200.0,46614.68,46195.28,46464.06,4.317853
1631052000000,46464.06,46688.49,46300.15,46651.18,3.249341
1631052900000,46651.18,46925.21,46531.24,46885.21,6.344483
1631053800000,46885.21,46890.78,46741.32,46835.98,3.549155
1631054700000,46835.98,46860.33,46674.4,46758.51,1.48926
1631055600000,46758.51,46758.51,46444.62,46521.78,6.479497
1631056500000,46521.78,47141.83,46521.78,47059.1,5.421597
1631057400000,47059.1,47088.15,46661.1,46805.58,3.610045
1631058300000,46805.58,46999.0,46657.23,46729.2,6.697794
1631059200000,46729.2,46927.34,46425.53,46609.18,4.444185
1631060100000,46609.18,46852.8,46514.11,46842.62,3.860884
1631061000000,46842.62,47043.22,46842.62,46988.9,2.817806
1631061900000,46988.9,47064.81,46933.49,47000.7,3.532151
1631062800000,47000.7,47050.09,46719.98,46738.66,2.261884
1631063700000,46738.66,46861.59,46685.81,46777.68,3.085839
1631064600000,46777.68,47063.67,46777.68,47035.1,2.359437
1631065500000,47035.1,47150.84,46911.31,47150.84,2.487485
1631066400000,47150.84,47240.98,47103.18,47240.98,1.866636
1631067300000,47240.98,47299.87,47148.44,47267.95,4.848818
1631068200000,47267.95,47267.95,47048.71,47101.68,4.087729
1631069100000,47101.68,47176.98,47019.23,47034.91,0.984263
1631070000000,47034.91,47088.93,46794.82,46805.71,1.994542
1631070900000,46805.71,46881.21,46260.88,46314.79,6.543953
1631071800000,46314.79,46467.16,46253.77,46457.67,3.990237
1631072700000,46457.67,46560.08,46336.0,46420.12,10.492848
1631073600000,46420.12,46716.81,46267.64,46593.09,13.807608
1631074500000,46593.09,46784.42,46578.0,46713.4,6.587687
1631075400000,46713.4,46746.89,46647.38,46712.53,6.354398
1631076300000,46712.53,46731.88,46362.37,46362.37,9.816835
1631077200000,46362.37,46447.65,46290.14,46404.14,5.751703
1631078100000,46404.14,46626.46,46343.39,46604.37,7.493697
1631079000000,46604.37,46654.36,46200.01,46269.62,6.641102
1631079900000,46269.62,46365.44,46005.15,46040.31,7.060403
1631080800000,46040.31,46338.89,45829.29,45829.29,14.966449
1631081700000,45829.29,46082.65,45350.0,45459.97,9.778892
1631082600000,45459.97,45850.09,45235.0,45279.91,4.126991
1631083500000,45279.91,45415.9,44995.55,45146.36,8.965179
1631084400000,45146.36,45484.49,45146.36,45320.24,6.27099
1631085300000,45320.24,45500.0,45236.12,45279.31,5.040064
1631086200000,45279.31,45420.71,45216.23,45258.65,2.587711
1631087100000,45258.65,45327.88,45026.5,45096.25,3.098013
1631088000000,45096.25,45315.56,44840.86,44883.32,4.035649
1631088900000,44883.32,45126.09,44436.94,45013.11,13.242952
1631089800000,45013.11,45724.86,45013.11,45656.15,31.0291
1631090700000,45656.15,45995.0,45653.49,45972.83,5.234231
1631091600000,45972.83,46079.41,45729.27,45791.96,2.740848
1631092500000,45791.96,46175.49,45791.96,45992.65,2.742687
1631093400000,45992.65,46104.17,45991.07,46081.95,0.816408
1631094300000,46081.95,46265.81,46060.69,46265.81,2.216321
1631095200000,46265.81,46280.11,45999.99,46123.63,7.586187
1631096100000,46123.63,46241.08,46024.78,46036.93,5.388011
1631097000000,46036.93,46139.84,45787.89,45970.96,2.582772
1631097900000,45970.96,46548.0,45970.96,46427.52,4.203409
1631098800000,46427.52,46747.35,46324.22,46533.53,1.548535
1631099700000,46533.53,46631.09,46446.93,46577.88,2.491467
1631100600000,46577.88,46646.61,46406.68,46441.39,2.623385
1631101500000,46441.39,46514.66,46343.9,46373.45,3.464701
1631102400000,46373.45,46635.75,46373.45,46447.53,1.088073
1631103300000,46447.53,46608.89,46447.53,46608.89,2.257154
1631104200000,46608.89,46644.24,46442.07,46599.72,1.11302
1631105100000,46599.72,46599.72,46093.51,46217.26,2.049714
1631106000000,46217.26,46434.48,46217.26,46291.44,2.773451
1631106900000,46291.44,46572.36,45645.0,46504.32,9.59925
1631107800000,46504.32,46777.85,46329.47,46537.69,4.706608
1631108700000,46537.69,46537.69,46152.75,46290.2,2.433985
1631109600000,46290.2,46332.38,46018.27,46163.15,1.656303
1631110500000,46163.15,46263.41,46107.41,46231.26,1.658808
1631111400000,46231.26,46302.15,45743.0,45794.67,3.451054
1631112300000,45794.67,45875.97,45607.27,45813.61,8.486983
1631113200000,45813.61,46169.1,45751.96,46168.76,2.688297
1631114100000,46168.76,46342.97,46019.43,46048.73,5.123283
1631115000000,46048.73,46247.38,46048.73,46203.51,1.70308
1631115900000,46203.51,46212.88,45875.16,46015.0,1.900369
1631116800000,46015.0,46064.34,45831.18,46043.79,1.895714
1631117700000,46043.79,46234.96,46019.54,46234.96,1.874068
1631118600000,46234.96,46469.27,46196.59,46424.65,1.75146
1631119500000,46424.65,46500.0,46331.18,46395.32,1.496305
1631120400000,46395.32,46395.32,46300.0,46317.06,1.522924
1631121300000,46317.06,46363.69,46123.08,46123.08,0.88846
1631122200000,46123.08,46128.94,45941.0,46093.32,4.915545
1631123100000,46093.32,46240.34,46092.0,46182.94,3.554686
1631124000000,46182.94,46327.09,46064.88,46215.3,1.059213
1631124900000,46215.3,46397.63,46134.68,46276.59,1.856052
1631125800000,46276.59,46379.45,46249.2,46284.86,0.342694
1631126700000,46284.86,46437.19,46226.22,46437.19,0.74655
1631127600000,46437.19,46485.75,46294.94,46398.87,0.736748
1631128500000,46398.87,46464.49,46323.62,46341.17,1.8065
1631129400000,46341.17,46364.94,46232.22,46332.55,1.017536
1631130300000,46332.55,46407.77,46247.69,46407.77,2.277481
1631131200000,46407.77,46407.77,45825.0,45888.92,1.518992
1631132100000,45888.92,46130.55,45888.92,45979.57,4.327364
1631133000000,45979.57,46054.66,45922.96,45989.68,1.130712
1631133900000,45989.68,46103.34,45908.13,46027.02,1.522363
1631134800000,46027.02,46238.83,46000.0,46216.7,0.661836
1631135700000,46216.7,46216.7,46032.65,46118.84,0.736723
1631136600000,46118.84,46252.91,46097.92,46116.68,0.434449
1631137500000,46116.68,46116.68,45919.49,46043.54,0.657898
1631138400000,46043.54,46306.12,45956.7,46287.1,2.67724
1631139300000,46287.1,46684.38,46287.1,46652.82,10.446189
1631140200000,46652.82,46718.91,46498.78,46648.51,14.838326
1631141100000,46648.51,46730.87,46526.86,46539.42,3.178274
1631142000000,46539.42,46611.78,46343.9,46368.6,3.600086
1631142900000,46368.6,46412.57,46237.7,46305.85,3.696781
1631143800000,46305.85,46306.76,46097.65,46097.65,4.327363
1631144700000,46097.65,46101.62,45931.1,46014.25,3.617282
1631145600000,46014.25,46180.35,45835.48,45967.06,2.722049
1631146500000,45967.06,46064.7,45871.14,45949.71,1.701739
1631147400000,45949.71,46313.73,45900.28,46053.57,2.350995
1631148300000,46053.57,46309.01,45995.56,46309.01,4.693314
1631149200000,46309.01,46319.63,46094.64,46094.65,3.805444
1631150100000,46094.65,46106.53,45943.3,46067.55,1.868818
1631151000000,46067.55,46087.11,45875.98,45973.22,1.223633
1631151900000,45973.22,46122.12,45911.96,46069.57,0.707631
1631152800000,46069.57,46211.35,46069.57,46151.48,1.95271
1631153700000,46151.48,46221.99,45853.25,45932.26,2.61099
1631154600000,45932.26,45952.07,45686.62,45745.86,3.408708
1631155500000,45745.86,45920.09,45702.62,45718.34,2.034102
1631156400000,45718.34,46036.67,45508.88,45765.47,3.961127
1631157300000,45765.47,46004.2,45763.64,45922.83,4.631918
1631158200000,45922.83,46023.19,45847.29,46019.48,2.311478
1631159100000,46019.48,46032.55,45851.48,45970.29,1.871359
1631160000000,45970.29,46131.54,45894.34,46130.92,2.024729
1631160900000,46130.92,46176.07,46095.51,46113.48,4.119113
1631161800000,46113.48,46160.8,46000.0,46151.89,1.245047
1631162700000,46151.89,46290.2,46127.7,46135.29,2.947817
1631163600000,46135.29,46144.9,46023.98,46144.9,1.085905
1631164500000,46144.9,46300.0,46144.9,46206.42,0.863422
1631165400000,46206.42,46256.74,46100.0,46236.45,1.108677
1631166300000,46236.45,46301.45,46200.13,46286.31,3.992376
1631167200000,46286.31,46353.6,46196.75,46230.97,1.641102
1631168100000,46230.97,46231.54,46011.3,46022.46,1.833974
1631169000000,46022.46,46163.32,46017.65,46163.32,1.149259
1631169900000,46163.32,46191.5,46078.58,46129.09,0.585639
1631170800000,46129.09,46129.09,45866.42,46009.38,1.593386
1631171700000,46009.38,46231.57,46009.38,46195.78,0.570509
1631172600000,46195.78,46209.57,46095.15,46120.01,0.952382
1631173500000,46120.01,46276.17,46049.28,46266.11,1.933948
1631174400000,46266.11,46442.84,46190.2,46421.45,2.025829
1631175300000,46421.45,46519.57,46327.18,46436.52,8.009243
1631176200000,46436.52,46436.52,46350.0,46369.28,1.365624
1631177100000,46369.28,46369.28,46148.97,46253.27,1.694678
1631178000000,46253.27,46350.9,46196.73,46333.94,2.695739
1631178900000,46333.94,46358.1,46211.49,46276.55,1.515564
1631179800000,46276.55,46300.0,46199.54,46229.81,2.968841
1631181600000,46136.92,46154.37,45979.78,46086.58,1.269364
1631182500000,46086.58,46095.18,45899.73,46029.48,2.463416
1631183400000,46029.48,46130.68,45945.94,45957.53,0.867059
1631184300000,45957.53,46136.29,45907.62,46136.29,2.150641
1631185200000,46136.29,46246.15,46057.1,46231.97,0.724132
1631186100000,46231.97,46305.98,46192.88,46289.13,1.2263
1631187000000,46289.13,46362.04,46263.77,46359.53,1.140797
1631187900000,46359.53,46381.46,46247.83,46279.14,1.829743
1631188800000,46279.14,46508.33,46279.14,46295.01,3.578505
1631189700000,46295.01,46330.0,45956.29,45994.06,6.907613
1631190600000,45994.06,45994.06,45579.86,45724.42,29.679619
1631191500000,45724.42,46716.45,45689.39,46648.7,8.869781
1631192400000,46648.7,47081.86,46648.7,46881.75,11.935639
1631193300000,46881.75,47202.87,46852.34,47078.64,6.789313
1631194200000,47078.64,47161.17,46859.5,46941.97,3.296247
1631195100000,46941.97,46960.0,46818.64,46870.8,5.515412
1631196000000,46870.8,47135.79,46870.8,47042.48,4.030584
1631196900000,47042.48,47102.48,46929.39,46983.46,2.286639
1631197800000,46983.46,47042.48,46907.84,47002.81,11.584116
1631198700000,47002.81,47021.76,46886.87,46886.87,1.41196
1631199600000,46886.87,46999.47,46680.17,46945.99,2.17293
1631200500000,46945.99,47029.83,46828.32,46854.79,2.473508
1631201400000,46854.79,46865.77,46753.79,46811.78,1.547111
1631202300000,46811.78,46994.28,46811.78,46967.95,3.712724
1631203200000,46967.95,47008.56,46845.41,46896.21,1.65591
1631204100000,46896.21,47076.27,46819.59,47065.66,8.784276
1631205000000,47065.66,47150.75,46992.66,47118.66,2.433602
1631205900000,47118.66,47338.87,47044.47,47161.95,3.405779
1631206800000,47161.95,47213.41,47073.43,47123.84,2.829017
1631207700000,47123.84,47133.61,46983.26,47027.05,2.217144
1631208600000,47027.05,47027.05,46825.5,46850.64,2.587158
1631209500000,46850.64,46902.72,46728.41,46728.41,2.474506
1631210400000,46728.41,46791.4,46600.0,46615.62,1.955376
1631211300000,46615.62,46717.15,46443.77,46717.15,9.473531
1631212200000,46717.15,46768.0,46602.92,46608.25,3.390823
1631213100000,46608.25,46659.11,46520.07,46602.99,2.288133
1631214000000,46602.99,46648.14,46470.0,46498.9,1.694678
1631214900000,46498.9,46624.7,46470.0,46543.57,1.708851
1631215800000,46543.57,46683.42,46543.57,46647.5,1.156955
1631216700000,46647.5,46649.07,46514.14,46538.88,1.468477
1631217600000,46538.88,46614.71,46518.72,46566.29,0.538972
1631218500000,46566.29,46582.36,46063.11,46189.56,4.990917
1631219400000,46189.56,46316.69,46161.76,46275.44,1.079386
1631220300000,46275.44,46321.95,46200.0,46238.73,2.097132
1631221200000,46238.73,46293.73,46172.91,46289.17,1.300775
1631222100000,46289.17,46419.11,46287.46,46375.46,1.133711
1631223000000,46375.46,46449.38,46375.46,46421.14,0.734407
1631223900000,46421.14,46453.58,46324.26,46453.58,0.662552
1631224800000,46453.58,46537.61,46374.78,46452.92,2.775054
1631225700000,46452.92,46452.92,46234.66,46356.88,0.83747
1631226600000,46356.88,46431.33,46250.11,46342.43,0.707032
1631227500000,46342.43,46480.0,46340.76,46474.27,0.692135
1631228400000,46474.27,46588.89,46435.95,46576.12,0.368081
1631229300000,46576.12,46601.27,46495.99,46521.18,2.514113
1631230200000,46521.18,46521.18,46338.78,46447.87,4.681384
1631231100000,46447.87,46449.17,46268.01,46358.44,2.587256
1631232000000,46358.44,46455.51,46243.0,46274.52,2.831505
1631232900000,46274.52,46467.43,46274.52,46456.94,0.739459
1631233800000,46456.94,46563.87,46416.65,46563.87,1.115411
1631234700000,46563.87,46675.49,46550.01,46569.49,1.140453
1631235600000,46569.49,46630.71,46551.4,46578.78,0.910205
1631236500000,46578.78,46757.0,46575.75,46753.18,2.058697
1631237400000,46753.18,46998.0,46711.75,46950.0,5.204079
1631238300000,46950.0,46967.28,46831.54,46863.41,1.501253
1631239200000,46863.41,46866.93,46782.03,46797.91,3.269992
1631240100000,46797.91,46898.81,46750.75,46880.05,2.327407
1631241000000,46880.05,46917.46,46727.21,46765.66,2.095264
1631241900000,46765.66,46785.89,46637.83,46638.26,4.104231
1631242800000,46638.26,46701.22,46497.68,46500.45,1.072068
1631243700000,46500.45,46617.83,46483.89,46578.78,4.240069
1631244600000,46578.78,46650.0,46546.5,46582.08,0.733082
1631245500000,46582.08,46695.8,46551.53,46695.8,0.409641
1631246400000,46695.8,46746.52,46624.1,46696.14,0.602933
1631247300000,46696.14,46756.61,46648.64,46733.41,1.190087
1631248200000,46733.41,46780.66,46685.43,46685.43,0.705417
1631249100000,46685.43,46703.48,46530.95,46549.79,0.772738
1631250000000,46549.79,46621.84,46313.0,46621.84,6.04466
1631250900000,46621.84,46719.32,46433.23,46433.23,0.659707
1631251800000,46433.23,46620.78,46377.15,46620.78,3.520267
1631252700000,46620.78,46663.97,46568.17,46663.97,1.353338
1631253600000,46663.97,46680.97,46567.93,46651.54,2.292225
1631254500000,46651.54,46668.06,46497.87,46550.26,0.979263
1631255400000,46550.26,46550.26,46406.66,46433.36,1.615405
1631256300000,46433.36,46493.3,46352.29,46365.28,0.659471
1631257200000,46365.28,46450.41,46308.09,46325.5,1.986755
1631258100000,46325.5,46330.55,46118.16,46193.4,5.446091
1631259000000,46193.4,46193.94,45884.89,46161.75,7.309986
1631259900000,46161.75,46234.68,46090.96,46105.35,3.351339
1631260800000,46105.35,46308.39,45969.4,46135.65,6.644766
1631261700000,46135.65,46314.12,46135.65,46181.55,3.059519
1631262600000,46181.55,46184.62,45606.3,45830.77,8.921192
1631263500000,45830.77,46043.95,45816.24,45974.69,1.494985
1631264400000,45974.69,46097.2,45800.0,45800.0,0.958437
1631265300000,45800.0,46111.57,45706.94,46099.68,3.160665
1631266200000,46099.68,46291.22,46099.68,46198.43,2.522206
1631267100000,46198.43,46211.0,46039.02,46206.88,5.675354
1631268000000,46206.88,46281.35,46171.47,46221.33,1.308162
1631268900000,46221.33,46221.33,46093.84,46123.7,1.646004
1631269800000,46123.7,46323.48,46061.2,46310.67,14.892503
1631270700000,46310.67,46310.97,46189.26,46189.6,3.779483
1631271600000,46189.6,46196.46,46023.99,46097.93,3.548559
1631272500000,46097.93,46152.38,45919.36,46027.32,5.856544
1631273400000,46027.32,46199.04,46027.0,46098.24,2.257026
1631274300000,46098.24,46335.82,46065.7,46293.48,3.666849
1631275200000,46293.48,46455.48,46166.61,46166.61,5.153057
1631276100000,46166.61,46200.43,45966.0,46017.65,26.66262
1631277000000,46017.65,46098.56,45907.34,46059.38,4.449782
1631277900000,46059.38,46065.95,45813.33,45874.28,5.398718
1631278800000,45874.28,45958.24,45766.85,45864.56,5.255042
1631279700000,45864.56,45951.23,45583.96,45951.23,13.81996
1631280600000,45951.23,46191.23,45706.53,45759.14,10.309319
1631281500000,45759.14,45893.11,45759.14,45817.89,5.499739
1631282400000,45817.89,46024.6,45269.18,45633.59,20.117598
1631283300000,45633.59,45825.26,45197.2,45212.84,8.710239
