1d_timestamp,1d_open,1d_high,1d_low,1d_close,1d_volume
1670976000000,17778.49,18378.5,17658.0,17804.08,8759.110759
1671062400000,17804.08,17852.3,17270.0,17358.15,5543.619824
1671148800000,17358.15,17522.98,16531.21,16634.6,7691.687467
1671235200000,16634.6,16796.63,16580.63,16778.09,3232.398773
1671321600000,16778.09,16863.0,16663.11,16738.48,2251.370623
1671408000000,16738.48,16815.09,16267.82,16440.6,4315.124157
1671494400000,16440.6,17054.5,16398.04,16897.99,6468.452822
1671580800000,16897.99,16924.08,16730.25,16825.64,3529.107655
1671667200000,16825.64,16867.64,16563.68,16821.46,4284.281781
1671753600000,16821.46,16940.0,16703.43,16782.72,4628.548899
1671840000000,16782.72,16862.07,16778.8,16833.79,1804.624735
1671926400000,16833.79,16853.88,16720.0,16829.75,2354.123749
1672012800000,16829.75,16940.0,16789.99,16916.41,2836.653945
1672099200000,16916.41,16969.33,16599.0,16707.98,4764.614448
1672185600000,16707.98,16783.35,16468.45,16547.24,5177.611496
1672272000000,16547.24,16661.47,16490.66,16634.29,3522.499059
1672358400000,16634.29,16670.0,16336.03,16606.25,4792.841204
1672444800000,16606.25,16643.6,16471.44,16541.8,1859.060895
1672531200000,16541.8,16626.55,16498.43,16616.03,1481.32342
1672617600000,16616.03,16795.0,16545.47,16675.59,3465.593566
1672704000000,16675.59,16774.22,16605.73,16674.31,3557.621077
1672790400000,16674.31,16986.63,16654.86,16852.43,4274.157691
1672876800000,16852.43,16876.37,16760.0,16830.32,2488.247085
1672963200000,16830.32,17033.14,16683.55,16949.37,3327.187042
1673049600000,16949.37,16976.92,16912.08,16942.93,929.97139
1673136000000,16942.93,17173.0,16914.31,17126.05,1968.039652
1673222400000,17126.05,17393.08,17105.3,17180.77,4866.737009
1673308800000,17180.77,17490.92,17150.0,17441.13,3673.951425
1673395200000,17441.13,17988.62,17320.0,17936.61,4888.795582
1673481600000,17936.61,19100.0,17903.89,18845.82,11200.271936
1673568000000,18845.82,19999.0,18715.01,19927.28,8363.766683
1673654400000,19927.28,21255.78,19890.99,20949.31,12131.395421
1673740800000,20949.31,21050.0,20562.5,20873.6,5879.361496
1673827200000,20873.6,21450.0,20626.21,21184.2,8677.962555
1673913600000,21184.2,21601.6,20860.0,21127.5,6546.836512
1674000000000,21127.5,21643.82,20406.25,20674.41,9341.58071
1674086400000,20674.41,21182.15,20660.01,21074.05,4266.045182
1674172800000,21074.05,22744.0,20868.77,22667.13,7426.610371
1674259200000,22667.13,23350.0,22426.09,22773.93,9038.153344
1674345600000,22773.93,23083.95,22301.76,22706.88,6607.703483
1674432000000,22706.88,23179.0,22354.67,22914.38,6295.663836
1674518400000,22914.38,23166.88,22464.39,22629.99,5957.426384
1674604800000,22629.99,23799.84,22331.01,23050.0,6896.379635
1674691200000,23050.0,23278.79,22856.62,23004.5,4922.427157
1674777600000,23004.5,23499.65,22534.53,23070.7,5212.601539
1674864000000,23070.7,23185.1,22874.11,23023.66,2672.041517
1674950400000,23023.66,23957.85,22970.05,23746.27,5180.495966
1675036800000,23746.27,23795.54,22500.0,22825.57,6152.387285
