4h_timestamp,4h_open,4h_high,4h_low,4h_close,4h_volume
1657900800000,20794.59,21183.48,20637.13,21159.94,798.903675
1657915200000,21159.94,21200.0,20765.75,20832.45,397.760839
1657929600000,20832.45,20858.45,20612.1,20738.72,309.045849
1657944000000,20738.72,20754.26,20473.64,20550.2,325.375456
1657958400000,20550.2,20681.78,20544.58,20614.74,184.889004
1657972800000,20614.74,20955.15,20584.26,20945.86,461.458436
1657987200000,20945.86,21582.47,20929.97,21188.34,1358.300761
1658001600000,21188.34,21340.35,20910.68,21196.23,499.880016
1658016000000,21196.23,21456.72,21090.91,21323.84,440.426293
1658030400000,21323.84,21674.99,21235.16,21466.26,563.486275
1658044800000,21466.26,21545.86,21224.14,21457.85,670.858781
1658059200000,21457.85,21494.79,21090.53,21173.59,451.83583
1658073600000,21173.59,21360.95,20828.71,21028.73,545.81925
1658088000000,21028.73,21076.65,20755.72,20801.77,360.640597
1658102400000,20801.77,21376.73,20764.1,21284.83,536.073938
1658116800000,21284.83,22396.95,21169.94,22246.99,1270.756493
1658131200000,22246.99,22514.59,21967.1,22138.05,943.096785
1658145600000,22138.05,22768.06,21898.7,22673.5,1007.927741
1658160000000,22673.5,22710.37,21400.0,21613.36,1119.626312
1658174400000,21613.36,22640.9,21444.88,22440.0,740.115629
1658188800000,22440.0,22956.51,21814.21,21894.39,1285.940182
1658203200000,21894.39,22124.99,21581.99,21766.69,761.996092
1658217600000,21766.69,22223.54,21699.78,21973.23,733.258947
1658232000000,21973.23,23192.4,21973.23,23126.06,1566.361681
1658246400000,23126.06,23700.0,22950.01,23388.74,1573.060865
1658260800000,23388.74,23797.85,23166.38,23398.06,775.829927
1658275200000,23398.06,23520.0,22937.0,23437.26,923.725006
1658289600000,23437.26,23856.57,23308.5,23394.53,815.409657
1658304000000,23394.53,23895.5,23312.34,23730.91,1046.168251
1658318400000,23730.91,24265.89,23566.31,24166.56,1723.727809
1658332800000,24166.56,24197.79,23419.99,23659.49,1155.504469
1658347200000,23659.49,23791.24,22919.4,23219.63,1342.819295
1658361600000,23219.63,23427.84,22666.4,22773.26,954.640247
1658376000000,22773.26,23084.9,22641.29,22935.01,729.543865
1658390400000,22935.01,23067.49,22461.25,22608.75,674.094945
1658404800000,22608.75,22849.0,22345.85,22649.06,935.310485
1658419200000,22649.06,23201.52,22636.4,23201.51,893.339789
1658433600000,23201.51,23308.73,22947.66,23147.78,554.824966
1658448000000,23147.78,23344.32,22866.0,22909.88,477.444041
1658462400000,22909.88,23319.67,22809.4,23115.19,510.723484
1658476800000,23115.19,23633.21,23071.88,23612.26,665.082611
1658491200000,23612.26,23747.99,23234.08,23291.75,809.825329
1658505600000,23291.75,23343.31,22542.09,22583.48,824.017589
1658520000000,22583.48,22777.76,22506.0,22687.01,298.387665
1658534400000,22687.01,22895.0,22557.1,22800.97,224.702571
1658548800000,22800.97,22997.15,22677.35,22766.95,312.870866
1658563200000,22766.95,22873.14,22175.32,22221.81,581.497841
1658577600000,22221.81,22383.55,22056.16,22219.25,458.039618
1658592000000,22219.25,22322.79,21945.31,22274.06,480.973396
1658606400000,22274.06,22554.1,22226.76,22452.4,347.543143
1658620800000,22452.4,22670.56,22298.67,22334.04,198.343502
1658635200000,22334.04,22833.28,22262.75,22705.17,377.606571
1658649600000,22705.17,22814.89,22485.85,22653.6,287.036461
1658664000000,22653.6,22908.65,22446.93,22853.34,433.708675
1658678400000,22853.34,22877.85,22634.48,22701.57,286.105632
1658692800000,22701.57,23007.64,22524.27,22581.53,450.142547
1658707200000,22581.53,22663.05,21781.25,21868.25,629.385601
1658721600000,21868.25,21999.29,21740.41,21965.01,373.937153
1658736000000,21965.01,22110.24,21873.11,21937.57,412.266104
1658750400000,21937.57,21997.49,21695.2,21890.41,579.386116
1658764800000,21890.41,22009.5,21561.0,21887.3,660.996006
1658779200000,21887.3,22249.92,21254.9,21312.66,917.537161
1658793600000,21312.66,21342.32,20858.33,21137.05,686.30007
1658808000000,21137.05,21260.08,21023.82,21065.41,314.585751
1658822400000,21065.41,21156.24,20936.38,21091.09,287.668897
1658836800000,21091.09,21187.44,20710.36,20739.21,652.95288
1658851200000,20739.21,21076.88,20734.89,20916.35,596.640955
1658865600000,20916.35,21300.0,20813.99,21248.22,529.164971
1658880000000,21248.22,21277.88,21042.46,21076.55,368.798244
1658894400000,21076.55,21443.46,21061.36,21344.79,421.769877
1658908800000,21344.79,21434.04,21129.22,21192.93,429.088184
1658923200000,21192.93,21544.89,21158.59,21535.75,632.251978
1658937600000,21535.75,23100.0,21457.82,22763.49,2006.466595
1658952000000,22763.49,23000.0,22578.69,22950.43,849.940691
1658966400000,22950.43,23445.85,22707.08,23130.31,546.333754
1658980800000,23130.31,23266.47,22889.07,22931.43,363.970205
1658995200000,22931.43,23137.68,22812.51,23110.62,499.954857
1659009600000,23110.62,23976.54,22577.19,23731.25,1772.389024
1659024000000,23731.25,24097.92,23672.39,23785.37,891.508953
1659038400000,23785.37,24192.14,23726.77,23845.75,838.653621
1659052800000,23845.75,23942.38,23707.89,23915.37,491.740943
1659067200000,23915.37,24439.72,23826.58,23943.19,548.010946
1659081600000,23943.19,24130.7,23556.75,23721.26,765.642614
1659096000000,23721.26,24221.39,23427.6,24007.14,1138.571216
1659110400000,24007.14,24042.14,23614.93,23903.98,782.230492
1659124800000,23903.98,24133.18,23701.21,23775.76,557.248261
1659139200000,23775.76,23960.2,23643.67,23800.0,482.825349
1659153600000,23800.0,23911.64,23625.0,23877.37,333.473832
1659168000000,23877.37,24050.0,23736.67,23955.61,384.421608
1659182400000,23955.61,24668.16,23914.97,24516.75,859.71931
1659196800000,24516.75,24588.06,23866.52,23918.43,808.842632
1659211200000,23918.43,24074.77,23512.92,23638.03,561.451051
1659225600000,23638.03,23886.42,23527.2,23737.34,326.477257
1659240000000,23737.34,23836.04,23670.86,23710.48,199.76413
1659254400000,23710.48,23852.62,23563.19,23804.05,245.55178
1659268800000,23804.05,23857.1,23600.23,23771.8,160.59288
1659283200000,23771.8,24190.45,23388.99,23847.66,726.782331
