timestamp,open,high,low,close,volume,symbol,timeframe
2021-08-01 00:15:00,41471.68,41646.94,41422.7,41638.83,0.097362,BTC/USDT,15m
2021-08-01 00:30:00,41638.83,41697.96,41549.33,41686.15,0.15034,BTC/USDT,15m
2021-08-01 00:45:00,41686.15,41773.13,41664.35,41727.69,0.44603,BTC/USDT,15m
2021-08-01 01:00:00,41727.69,41902.45,41669.21,41879.14,0.99322,BTC/USDT,15m
2021-08-01 01:15:00,41879.14,41911.4,41660.55,41715.4,1.04023,BTC/USDT,15m
2021-08-01 01:30:00,41715.4,41773.51,41684.46,41748.64,1.078644,BTC/USDT,15m
2021-08-01 01:45:00,41748.64,41772.72,41661.83,41725.5,1.243648,BTC/USDT,15m
2021-08-01 02:00:00,41725.5,41747.88,41650.0,41650.0,0.240774,BTC/USDT,15m
2021-08-01 02:15:00,41650.0,41720.35,41625.0,41720.35,0.153879,BTC/USDT,15m
2021-08-01 02:30:00,41720.35,41739.69,41640.61,41724.91,0.018426,BTC/USDT,15m
2021-08-01 02:45:00,41724.91,41816.68,41724.91,41813.74,1.821381,BTC/USDT,15m
2021-08-01 03:00:00,41813.74,41969.99,41813.74,41960.6,0.294779,BTC/USDT,15m
2021-08-01 03:15:00,41960.6,42349.99,41899.52,42227.73,1.490165,BTC/USDT,15m
2021-08-01 03:30:00,42227.73,42372.02,42153.82,42312.82,1.082997,BTC/USDT,15m
2021-08-01 03:45:00,42312.82,42566.0,42228.13,42438.76,2.285298,BTC/USDT,15m
2021-08-01 04:00:00,42438.76,42438.76,42284.7,42405.59,0.689449,BTC/USDT,15m
2021-08-01 04:15:00,42405.59,42405.59,42192.32,42289.18,1.426492,BTC/USDT,15m
2021-08-01 04:30:00,42289.18,42307.97,42183.16,42235.45,0.555175,BTC/USDT,15m
2021-08-01 04:45:00,42235.45,42290.37,42032.95,42032.95,0.103444,BTC/USDT,15m
2021-08-01 05:00:00,42032.95,42141.54,41700.0,41742.33,1.238848,BTC/USDT,15m
2021-08-01 05:15:00,41742.33,41935.46,41740.84,41850.0,0.268906,BTC/USDT,15m
2021-08-01 05:30:00,41850.0,41950.01,41793.32,41879.04,0.148606,BTC/USDT,15m
2021-08-01 05:45:00,41879.04,41894.99,41781.22,41820.51,0.060392,BTC/USDT,15m
2021-08-01 06:00:00,41820.51,41902.08,41647.68,41771.05,6.279928,BTC/USDT,15m
2021-08-01 06:15:00,41771.05,41819.24,41720.55,41720.55,0.324948,BTC/USDT,15m
2021-08-01 06:30:00,41720.55,41822.82,41690.81,41697.35,0.460526,BTC/USDT,15m
2021-08-01 06:45:00,41697.35,41779.57,41697.35,41717.14,0.427225,BTC/USDT,15m
2021-08-01 07:00:00,41717.14,41796.03,41708.0,41742.96,0.199258,BTC/USDT,15m
2021-08-01 07:15:00,41742.96,41773.5,41613.32,41764.68,0.62211,BTC/USDT,15m
2021-08-01 07:30:00,41764.68,41819.99,41718.3,41778.39,0.550407,BTC/USDT,15m
2021-08-01 07:45:00,41778.39,41791.81,41654.0,41696.27,0.504485,BTC/USDT,15m
2021-08-01 08:00:00,41696.27,41790.01,41654.0,41735.01,0.022124,BTC/USDT,15m
2021-08-01 08:15:00,41735.01,41784.47,41735.01,41747.01,0.011852,BTC/USDT,15m
2021-08-01 08:30:00,41747.01,41829.32,41701.02,41729.77,0.674721,BTC/USDT,15m
2021-08-01 08:45:00,41729.77,41755.19,41649.94,41753.61,0.181169,BTC/USDT,15m
2021-08-01 09:00:00,41753.61,41902.72,41714.56,41812.89,0.343121,BTC/USDT,15m
2021-08-01 09:15:00,41812.89,41933.16,41812.89,41916.59,0.327633,BTC/USDT,15m
2021-08-01 09:30:00,41916.59,41939.99,41836.32,41887.33,0.096821,BTC/USDT,15m
2021-08-01 09:45:00,41887.33,41919.96,41853.45,41907.82,0.01625,BTC/USDT,15m
2021-08-01 10:00:00,41907.82,41907.82,41756.83,41786.43,1.457838,BTC/USDT,15m
2021-08-01 10:15:00,41786.43,41797.98,41660.87,41700.16,0.197137,BTC/USDT,15m
2021-08-01 10:30:00,41700.16,41754.03,41642.46,41668.59,1.866498,BTC/USDT,15m
2021-08-01 10:45:00,41668.59,41696.15,41400.0,41541.6,4.394039,BTC/USDT,15m
2021-08-01 11:00:00,41541.6,41600.72,41419.34,41424.41,0.896036,BTC/USDT,15m
2021-08-01 11:15:00,41424.41,41490.1,41323.8,41430.06,3.820112,BTC/USDT,15m
2021-08-01 11:30:00,41430.06,41598.0,41430.06,41578.7,1.335264,BTC/USDT,15m
2021-08-01 11:45:00,41578.7,41606.45,41512.51,41581.7,0.203997,BTC/USDT,15m
2021-08-01 12:00:00,41581.7,41725.99,41534.75,41672.34,0.209708,BTC/USDT,15m
2021-08-01 12:15:00,41672.34,41723.32,41637.41,41683.88,0.121381,BTC/USDT,15m
2021-08-01 12:30:00,41683.88,41821.66,41661.88,41673.0,2.250778,BTC/USDT,15m
2021-08-01 12:45:00,41673.0,41673.0,41515.57,41555.81,2.007752,BTC/USDT,15m
2021-08-01 13:00:00,41555.81,41606.04,41492.14,41492.14,0.492613,BTC/USDT,15m
2021-08-01 13:15:00,41492.14,41533.43,41386.0,41474.44,1.460568,BTC/USDT,15m
2021-08-01 13:30:00,41474.44,41548.73,41418.58,41418.58,1.258735,BTC/USDT,15m
2021-08-01 13:45:00,41418.58,41487.0,41406.55,41410.73,0.841249,BTC/USDT,15m
2021-08-01 14:00:00,41410.73,41514.99,41350.0,41459.15,1.185036,BTC/USDT,15m
2021-08-01 14:15:00,41459.15,41492.15,41373.0,41387.6,0.316492,BTC/USDT,15m
2021-08-01 14:30:00,41387.6,41390.01,41315.51,41328.02,0.260976,BTC/USDT,15m
2021-08-01 14:45:00,41328.02,41413.9,41259.1,41341.09,0.706995,BTC/USDT,15m
2021-08-01 15:00:00,41341.09,41389.61,41259.26,41349.94,0.081807,BTC/USDT,15m
2021-08-01 15:15:00,41349.94,41566.99,41312.13,41487.59,1.453615,BTC/USDT,15m
2021-08-01 15:30:00,41487.59,41500.01,41404.34,41431.96,0.07865,BTC/USDT,15m
2021-08-01 15:45:00,41431.96,41431.96,41169.13,41288.52,0.6906,BTC/USDT,15m
2021-08-01 16:00:00,41288.52,41289.54,41100.0,41117.5,0.395653,BTC/USDT,15m
2021-08-01 16:15:00,41117.5,41117.5,40755.55,40869.8,16.620694,BTC/USDT,15m
2021-08-01 16:30:00,40869.8,40932.69,40753.67,40896.55,3.794005,BTC/USDT,15m
2021-08-01 16:45:00,40896.55,41308.69,40896.55,41256.61,1.717634,BTC/USDT,15m
2021-08-01 17:00:00,41256.61,41329.49,41113.34,41141.9,1.209849,BTC/USDT,15m
2021-08-01 17:15:00,41141.9,41177.28,40852.61,40925.67,1.141515,BTC/USDT,15m
2021-08-01 17:30:00,40925.67,41026.35,40896.17,40939.38,1.481509,BTC/USDT,15m
2021-08-01 17:45:00,40939.38,41156.61,40935.31,41071.41,0.202823,BTC/USDT,15m
2021-08-01 18:00:00,41071.41,41111.11,40977.44,40999.94,0.705116,BTC/USDT,15m
